source,state,fips,report_type,demographic_type,group,count,pct,date
clean_data/dshs/cases/state_case_demographics_2020-04-21.csv,Texas,48,fatalities,ages,Unknown,0,0,2020-04-21
clean_data/dshs/cases/state_case_demographics_2020-04-21.csv,Texas,48,fatalities,gender,Female,87,0.4223300970873786,2020-04-21
clean_data/dshs/cases/state_case_demographics_2020-04-21.csv,Texas,48,fatalities,gender,Male,102,0.49514563106796117,2020-04-21
clean_data/dshs/cases/state_case_demographics_2020-04-21.csv,Texas,48,fatalities,gender,Unknown,17,0.0825242718446602,2020-04-21
clean_data/dshs/cases/state_case_demographics_2020-04-21.csv,Texas,48,fatalities,race,Asian,2,0.009708737864077669,2020-04-21
clean_data/dshs/cases/state_case_demographics_2020-04-21.csv,Texas,48,fatalities,race,Black,23,0.11165048543689321,2020-04-21
clean_data/dshs/cases/state_case_demographics_2020-04-21.csv,Texas,48,fatalities,race,Hispanic,36,0.17475728155339806,2020-04-21
clean_data/dshs/cases/state_case_demographics_2020-04-21.csv,Texas,48,fatalities,race,Other,0,0,2020-04-21
clean_data/dshs/cases/state_case_demographics_2020-04-21.csv,Texas,48,fatalities,race,White,74,0.3592233009708738,2020-04-21
clean_data/dshs/cases/state_case_demographics_2020-04-21.csv,Texas,48,fatalities,race,Unknown,71,0.3446601941747573,2020-04-21
clean_data/dshs/cases/state_case_demographics_2020-04-24.csv,Texas,48,cases,ages,<1 year,4,0.0012957563977972141,2020-04-24
clean_data/dshs/cases/state_case_demographics_2020-04-24.csv,Texas,48,cases,ages,1-9 years,21,0.006802721088435374,2020-04-24
clean_data/dshs/cases/state_case_demographics_2020-04-24.csv,Texas,48,cases,ages,10-19 years,72,0.023323615160349854,2020-04-24
clean_data/dshs/cases/state_case_demographics_2020-04-24.csv,Texas,48,cases,ages,20-29 years,412,0.13346290897311305,2020-04-24
clean_data/dshs/cases/state_case_demographics_2020-04-24.csv,Texas,48,cases,ages,30-39 years,498,0.16132167152575316,2020-04-24
clean_data/dshs/cases/state_case_demographics_2020-04-24.csv,Texas,48,cases,ages,40-49 years,560,0.18140589569160998,2020-04-24
clean_data/dshs/cases/state_case_demographics_2020-04-24.csv,Texas,48,cases,ages,50-59 years,582,0.18853255587949466,2020-04-24
clean_data/dshs/cases/state_case_demographics_2020-04-24.csv,Texas,48,cases,ages,60-64 years,269,0.08713961775186264,2020-04-24
clean_data/dshs/cases/state_case_demographics_2020-04-24.csv,Texas,48,cases,ages,65-69 years,206,0.06673145448655653,2020-04-24
clean_data/dshs/cases/state_case_demographics_2020-04-24.csv,Texas,48,cases,ages,70-74 years,141,0.0456754130223518,2020-04-24
clean_data/dshs/cases/state_case_demographics_2020-04-24.csv,Texas,48,cases,ages,75-79 years,103,0.03336572724327826,2020-04-24
clean_data/dshs/cases/state_case_demographics_2020-04-24.csv,Texas,48,cases,ages,80+ years,212,0.06867508908325234,2020-04-24
clean_data/dshs/cases/state_case_demographics_2020-04-24.csv,Texas,48,cases,ages,Unknown,7,0.0022675736961451248,2020-04-24
clean_data/dshs/cases/state_case_demographics_2020-04-24.csv,Texas,48,cases,gender,Female,1436,0.4651765468091999,2020-04-24
clean_data/dshs/cases/state_case_demographics_2020-04-24.csv,Texas,48,cases,gender,Male,1544,0.5001619695497247,2020-04-24
clean_data/dshs/cases/state_case_demographics_2020-04-24.csv,Texas,48,cases,gender,Unknown,107,0.03466148364107548,2020-04-24
clean_data/dshs/cases/state_case_demographics_2020-04-24.csv,Texas,48,cases,race,Asian,118,0.038224813735017814,2020-04-24
clean_data/dshs/cases/state_case_demographics_2020-04-24.csv,Texas,48,cases,race,Black,396,0.1282798833819242,2020-04-24
clean_data/dshs/cases/state_case_demographics_2020-04-24.csv,Texas,48,cases,race,Hispanic,835,0.27048914804016844,2020-04-24
clean_data/dshs/cases/state_case_demographics_2020-04-24.csv,Texas,48,cases,race,Other,22,0.007126660187884677,2020-04-24
clean_data/dshs/cases/state_case_demographics_2020-04-24.csv,Texas,48,cases,race,White,1085,0.35147392290249435,2020-04-24
clean_data/dshs/cases/state_case_demographics_2020-04-24.csv,Texas,48,cases,race,Unknown,631,0.20440557175251053,2020-04-24
clean_data/dshs/cases/state_case_demographics_2020-04-24.csv,Texas,48,fatalities,ages,<1 year,0,0,2020-04-24
clean_data/dshs/cases/state_case_demographics_2020-04-24.csv,Texas,48,fatalities,ages,1-9 years,0,0,2020-04-24
clean_data/dshs/cases/state_case_demographics_2020-04-24.csv,Texas,48,fatalities,ages,10-19 years,0,0,2020-04-24
clean_data/dshs/cases/state_case_demographics_2020-04-24.csv,Texas,48,fatalities,ages,20-29 years,2,0.007633587786259542,2020-04-24
clean_data/dshs/cases/state_case_demographics_2020-04-24.csv,Texas,48,fatalities,ages,30-39 years,6,0.022900763358778626,2020-04-24
clean_data/dshs/cases/state_case_demographics_2020-04-24.csv,Texas,48,fatalities,ages,40-49 years,13,0.04961832061068702,2020-04-24
clean_data/dshs/cases/state_case_demographics_2020-04-24.csv,Texas,48,fatalities,ages,50-59 years,28,0.10687022900763359,2020-04-24
clean_data/dshs/cases/state_case_demographics_2020-04-24.csv,Texas,48,fatalities,ages,60-64 years,18,0.06870229007633588,2020-04-24
clean_data/dshs/cases/state_case_demographics_2020-04-24.csv,Texas,48,fatalities,ages,65-69 years,34,0.1297709923664122,2020-04-24
clean_data/dshs/cases/state_case_demographics_2020-04-24.csv,Texas,48,fatalities,ages,70-74 years,24,0.0916030534351145,2020-04-24
clean_data/dshs/cases/state_case_demographics_2020-04-24.csv,Texas,48,fatalities,ages,75-79 years,28,0.10687022900763359,2020-04-24
clean_data/dshs/cases/state_case_demographics_2020-04-24.csv,Texas,48,fatalities,ages,80+ years,109,0.41603053435114506,2020-04-24
clean_data/dshs/cases/state_case_demographics_2020-04-24.csv,Texas,48,fatalities,ages,Unknown,0,0,2020-04-24
clean_data/dshs/cases/state_case_demographics_2020-04-24.csv,Texas,48,fatalities,gender,Female,100,0.3816793893129771,2020-04-24
clean_data/dshs/cases/state_case_demographics_2020-04-24.csv,Texas,48,fatalities,gender,Male,122,0.46564885496183206,2020-04-24
clean_data/dshs/cases/state_case_demographics_2020-04-24.csv,Texas,48,fatalities,gender,Unknown,40,0.15267175572519084,2020-04-24
clean_data/dshs/cases/state_case_demographics_2020-04-24.csv,Texas,48,fatalities,race,Asian,3,0.011450381679389313,2020-04-24
clean_data/dshs/cases/state_case_demographics_2020-04-24.csv,Texas,48,fatalities,race,Black,31,0.1183206106870229,2020-04-24
clean_data/dshs/cases/state_case_demographics_2020-04-24.csv,Texas,48,fatalities,race,Hispanic,42,0.16030534351145037,2020-04-24
clean_data/dshs/cases/state_case_demographics_2020-04-24.csv,Texas,48,fatalities,race,Other,0,0,2020-04-24
clean_data/dshs/cases/state_case_demographics_2020-04-24.csv,Texas,48,fatalities,race,White,86,0.3282442748091603,2020-04-24
clean_data/dshs/cases/state_case_demographics_2020-04-24.csv,Texas,48,fatalities,race,Unknown,100,0.3816793893129771,2020-04-24
clean_data/dshs/cases/state_case_demographics_2020-04-26.csv,Texas,48,cases,ages,<1 year,4,0.001229256299938537,2020-04-26
clean_data/dshs/cases/state_case_demographics_2020-04-26.csv,Texas,48,cases,ages,1-9 years,23,0.007068223724646589,2020-04-26
clean_data/dshs/cases/state_case_demographics_2020-04-26.csv,Texas,48,cases,ages,10-19 years,75,0.023048555623847573,2020-04-26
clean_data/dshs/cases/state_case_demographics_2020-04-26.csv,Texas,48,cases,ages,20-29 years,437,0.1342962507682852,2020-04-26
clean_data/dshs/cases/state_case_demographics_2020-04-26.csv,Texas,48,cases,ages,30-39 years,522,0.1604179471419791,2020-04-26
clean_data/dshs/cases/state_case_demographics_2020-04-26.csv,Texas,48,cases,ages,40-49 years,588,0.18070067609096496,2020-04-26
clean_data/dshs/cases/state_case_demographics_2020-04-26.csv,Texas,48,cases,ages,50-59 years,608,0.18684695759065764,2020-04-26
clean_data/dshs/cases/state_case_demographics_2020-04-26.csv,Texas,48,cases,ages,60-64 years,278,0.08543331284572833,2020-04-26
clean_data/dshs/cases/state_case_demographics_2020-04-26.csv,Texas,48,cases,ages,65-69 years,216,0.06637984019668101,2020-04-26
clean_data/dshs/cases/state_case_demographics_2020-04-26.csv,Texas,48,cases,ages,70-74 years,146,0.04486785494775661,2020-04-26
clean_data/dshs/cases/state_case_demographics_2020-04-26.csv,Texas,48,cases,ages,75-79 years,111,0.034111862323294405,2020-04-26
clean_data/dshs/cases/state_case_demographics_2020-04-26.csv,Texas,48,cases,ages,80+ years,237,0.07283343577135833,2020-04-26
clean_data/dshs/cases/state_case_demographics_2020-04-26.csv,Texas,48,cases,ages,Unknown,9,0.0027658266748617085,2020-04-26
clean_data/dshs/cases/state_case_demographics_2020-04-26.csv,Texas,48,cases,gender,Female,1543,0.4741856177012907,2020-04-26
clean_data/dshs/cases/state_case_demographics_2020-04-26.csv,Texas,48,cases,gender,Male,1603,0.49262446220036876,2020-04-26
clean_data/dshs/cases/state_case_demographics_2020-04-26.csv,Texas,48,cases,gender,Unknown,108,0.03318992009834051,2020-04-26
clean_data/dshs/cases/state_case_demographics_2020-04-26.csv,Texas,48,cases,race,Asian,118,0.03626306084818685,2020-04-26
clean_data/dshs/cases/state_case_demographics_2020-04-26.csv,Texas,48,cases,race,Black,415,0.12753534111862325,2020-04-26
clean_data/dshs/cases/state_case_demographics_2020-04-26.csv,Texas,48,cases,race,Hispanic,900,0.2765826674861709,2020-04-26
clean_data/dshs/cases/state_case_demographics_2020-04-26.csv,Texas,48,cases,race,Other,22,0.006760909649661954,2020-04-26
clean_data/dshs/cases/state_case_demographics_2020-04-26.csv,Texas,48,cases,race,White,1146,0.3521819299323909,2020-04-26
clean_data/dshs/cases/state_case_demographics_2020-04-26.csv,Texas,48,cases,race,Unknown,653,0.2006760909649662,2020-04-26
clean_data/dshs/cases/state_case_demographics_2020-04-26.csv,Texas,48,fatalities,ages,<1 year,0,0,2020-04-26
clean_data/dshs/cases/state_case_demographics_2020-04-26.csv,Texas,48,fatalities,ages,1-9 years,0,0,2020-04-26
clean_data/dshs/cases/state_case_demographics_2020-04-26.csv,Texas,48,fatalities,ages,10-19 years,0,0,2020-04-26
clean_data/dshs/cases/state_case_demographics_2020-04-26.csv,Texas,48,fatalities,ages,20-29 years,3,0.009836065573770493,2020-04-26
clean_data/dshs/cases/state_case_demographics_2020-04-26.csv,Texas,48,fatalities,ages,30-39 years,6,0.019672131147540985,2020-04-26
clean_data/dshs/cases/state_case_demographics_2020-04-26.csv,Texas,48,fatalities,ages,40-49 years,14,0.04590163934426229,2020-04-26
clean_data/dshs/cases/state_case_demographics_2020-04-26.csv,Texas,48,fatalities,ages,50-59 years,30,0.09836065573770492,2020-04-26
clean_data/dshs/cases/state_case_demographics_2020-04-26.csv,Texas,48,fatalities,ages,60-64 years,19,0.06229508196721312,2020-04-26
clean_data/dshs/cases/state_case_demographics_2020-04-26.csv,Texas,48,fatalities,ages,65-69 years,38,0.12459016393442623,2020-04-26
clean_data/dshs/cases/state_case_demographics_2020-04-26.csv,Texas,48,fatalities,ages,70-74 years,29,0.09508196721311475,2020-04-26
clean_data/dshs/cases/state_case_demographics_2020-04-26.csv,Texas,48,fatalities,ages,75-79 years,30,0.09836065573770492,2020-04-26
clean_data/dshs/cases/state_case_demographics_2020-04-26.csv,Texas,48,fatalities,ages,80+ years,134,0.43934426229508194,2020-04-26
clean_data/dshs/cases/state_case_demographics_2020-04-26.csv,Texas,48,fatalities,ages,Unknown,2,0.006557377049180328,2020-04-26
clean_data/dshs/cases/state_case_demographics_2020-04-26.csv,Texas,48,fatalities,gender,Female,119,0.3901639344262295,2020-04-26
clean_data/dshs/cases/state_case_demographics_2020-04-26.csv,Texas,48,fatalities,gender,Male,146,0.4786885245901639,2020-04-26
clean_data/dshs/cases/state_case_demographics_2020-04-26.csv,Texas,48,fatalities,gender,Unknown,40,0.13114754098360656,2020-04-26
clean_data/dshs/cases/state_case_demographics_2020-04-26.csv,Texas,48,fatalities,race,Asian,3,0.009836065573770493,2020-04-26
clean_data/dshs/cases/state_case_demographics_2020-04-26.csv,Texas,48,fatalities,race,Black,35,0.11475409836065574,2020-04-26
clean_data/dshs/cases/state_case_demographics_2020-04-26.csv,Texas,48,fatalities,race,Hispanic,51,0.16721311475409836,2020-04-26
clean_data/dshs/cases/state_case_demographics_2020-04-26.csv,Texas,48,fatalities,race,Other,0,0,2020-04-26
clean_data/dshs/cases/state_case_demographics_2020-04-26.csv,Texas,48,fatalities,race,White,106,0.3475409836065574,2020-04-26
clean_data/dshs/cases/state_case_demographics_2020-04-26.csv,Texas,48,fatalities,race,Unknown,110,0.36065573770491804,2020-04-26
clean_data/dshs/cases/state_case_demographics_2020-05-01.csv,Texas,48,cases,ages,<1 year,20,0.003114294612270321,2020-05-01
clean_data/dshs/cases/state_case_demographics_2020-05-01.csv,Texas,48,cases,ages,1-9 years,60,0.009342883836810962,2020-05-01
clean_data/dshs/cases/state_case_demographics_2020-05-01.csv,Texas,48,cases,ages,10-19 years,166,0.025848645281843663,2020-05-01
clean_data/dshs/cases/state_case_demographics_2020-05-01.csv,Texas,48,cases,ages,20-29 years,915,0.14247897851136718,2020-05-01
clean_data/dshs/cases/state_case_demographics_2020-05-01.csv,Texas,48,cases,ages,30-39 years,1103,0.17175334786670818,2020-05-01
clean_data/dshs/cases/state_case_demographics_2020-05-01.csv,Texas,48,cases,ages,40-49 years,1251,0.19479912799750856,2020-05-01
clean_data/dshs/cases/state_case_demographics_2020-05-01.csv,Texas,48,cases,ages,50-59 years,1177,0.18327623793210837,2020-05-01
clean_data/dshs/cases/state_case_demographics_2020-05-01.csv,Texas,48,cases,ages,60-64 years,521,0.08112737464964186,2020-05-01
clean_data/dshs/cases/state_case_demographics_2020-05-01.csv,Texas,48,cases,ages,65-69 years,372,0.05792587978822797,2020-05-01
clean_data/dshs/cases/state_case_demographics_2020-05-01.csv,Texas,48,cases,ages,70-74 years,279,0.043444409841170976,2020-05-01
clean_data/dshs/cases/state_case_demographics_2020-05-01.csv,Texas,48,cases,ages,75-79 years,185,0.028807225163500465,2020-05-01
clean_data/dshs/cases/state_case_demographics_2020-05-01.csv,Texas,48,cases,ages,80+ years,341,0.05309872313920897,2020-05-01
clean_data/dshs/cases/state_case_demographics_2020-05-01.csv,Texas,48,cases,ages,Unknown,32,0.004982871379632514,2020-05-01
clean_data/dshs/cases/state_case_demographics_2020-05-01.csv,Texas,48,cases,gender,Female,3112,0.4845842416692619,2020-05-01
clean_data/dshs/cases/state_case_demographics_2020-05-01.csv,Texas,48,cases,gender,Male,3103,0.4831828090937403,2020-05-01
clean_data/dshs/cases/state_case_demographics_2020-05-01.csv,Texas,48,cases,gender,Unknown,207,0.03223294923699782,2020-05-01
clean_data/dshs/cases/state_case_demographics_2020-05-01.csv,Texas,48,cases,race,Asian,240,0.03737153534724385,2020-05-01
clean_data/dshs/cases/state_case_demographics_2020-05-01.csv,Texas,48,cases,race,Black,1068,0.16630333229523514,2020-05-01
clean_data/dshs/cases/state_case_demographics_2020-05-01.csv,Texas,48,cases,race,Hispanic,1895,0.2950794145126129,2020-05-01
clean_data/dshs/cases/state_case_demographics_2020-05-01.csv,Texas,48,cases,race,Other,49,0.007630021800062286,2020-05-01
clean_data/dshs/cases/state_case_demographics_2020-05-01.csv,Texas,48,cases,race,White,2033,0.3165680473372781,2020-05-01
clean_data/dshs/cases/state_case_demographics_2020-05-01.csv,Texas,48,cases,race,Unknown,1137,0.17704764870756773,2020-05-01
clean_data/dshs/cases/state_case_demographics_2020-05-01.csv,Texas,48,fatalities,ages,<1 year,0,0,2020-05-01
clean_data/dshs/cases/state_case_demographics_2020-05-01.csv,Texas,48,fatalities,ages,1-9 years,0,0,2020-05-01
clean_data/dshs/cases/state_case_demographics_2020-05-01.csv,Texas,48,fatalities,ages,10-19 years,0,0,2020-05-01
clean_data/dshs/cases/state_case_demographics_2020-05-01.csv,Texas,48,fatalities,ages,20-29 years,4,0.011904761904761904,2020-05-01
clean_data/dshs/cases/state_case_demographics_2020-05-01.csv,Texas,48,fatalities,ages,30-39 years,7,0.020833333333333332,2020-05-01
clean_data/dshs/cases/state_case_demographics_2020-05-01.csv,Texas,48,fatalities,ages,40-49 years,16,0.047619047619047616,2020-05-01
clean_data/dshs/cases/state_case_demographics_2020-05-01.csv,Texas,48,fatalities,ages,50-59 years,33,0.09821428571428571,2020-05-01
clean_data/dshs/cases/state_case_demographics_2020-05-01.csv,Texas,48,fatalities,ages,60-64 years,22,0.06547619047619048,2020-05-01
clean_data/dshs/cases/state_case_demographics_2020-05-01.csv,Texas,48,fatalities,ages,65-69 years,40,0.11904761904761904,2020-05-01
clean_data/dshs/cases/state_case_demographics_2020-05-01.csv,Texas,48,fatalities,ages,70-74 years,33,0.09821428571428571,2020-05-01
clean_data/dshs/cases/state_case_demographics_2020-05-01.csv,Texas,48,fatalities,ages,75-79 years,31,0.09226190476190477,2020-05-01
clean_data/dshs/cases/state_case_demographics_2020-05-01.csv,Texas,48,fatalities,ages,80+ years,148,0.44047619047619047,2020-05-01
clean_data/dshs/cases/state_case_demographics_2020-05-01.csv,Texas,48,fatalities,ages,Unknown,2,0.005952380952380952,2020-05-01
clean_data/dshs/cases/state_case_demographics_2020-05-01.csv,Texas,48,fatalities,gender,Female,140,0.4166666666666667,2020-05-01
clean_data/dshs/cases/state_case_demographics_2020-05-01.csv,Texas,48,fatalities,gender,Male,165,0.49107142857142855,2020-05-01
clean_data/dshs/cases/state_case_demographics_2020-05-01.csv,Texas,48,fatalities,gender,Unknown,31,0.09226190476190477,2020-05-01
clean_data/dshs/cases/state_case_demographics_2020-05-01.csv,Texas,48,fatalities,race,Asian,5,0.01488095238095238,2020-05-01
clean_data/dshs/cases/state_case_demographics_2020-05-01.csv,Texas,48,fatalities,race,Black,46,0.13690476190476192,2020-05-01
clean_data/dshs/cases/state_case_demographics_2020-05-01.csv,Texas,48,fatalities,race,Hispanic,62,0.18452380952380953,2020-05-01
clean_data/dshs/cases/state_case_demographics_2020-05-01.csv,Texas,48,fatalities,race,Other,1,0.002976190476190476,2020-05-01
clean_data/dshs/cases/state_case_demographics_2020-05-01.csv,Texas,48,fatalities,race,White,124,0.36904761904761907,2020-05-01
clean_data/dshs/cases/state_case_demographics_2020-05-01.csv,Texas,48,fatalities,race,Unknown,98,0.2916666666666667,2020-05-01
clean_data/dshs/cases/state_case_demographics_2020-05-04.csv,Texas,48,cases,ages,<1 year,30,0.002840909090909091,2020-05-04
clean_data/dshs/cases/state_case_demographics_2020-05-04.csv,Texas,48,cases,ages,1-9 years,105,0.009943181818181818,2020-05-04
clean_data/dshs/cases/state_case_demographics_2020-05-04.csv,Texas,48,cases,ages,10-19 years,294,0.02784090909090909,2020-05-04
clean_data/dshs/cases/state_case_demographics_2020-05-04.csv,Texas,48,cases,ages,20-29 years,1622,0.15359848484848485,2020-05-04
clean_data/dshs/cases/state_case_demographics_2020-05-04.csv,Texas,48,cases,ages,30-39 years,1892,0.17916666666666667,2020-05-04
clean_data/dshs/cases/state_case_demographics_2020-05-04.csv,Texas,48,cases,ages,40-49 years,2051,0.19422348484848484,2020-05-04
clean_data/dshs/cases/state_case_demographics_2020-05-04.csv,Texas,48,cases,ages,50-59 years,1960,0.1856060606060606,2020-05-04
clean_data/dshs/cases/state_case_demographics_2020-05-04.csv,Texas,48,cases,ages,60-64 years,830,0.07859848484848485,2020-05-04
clean_data/dshs/cases/state_case_demographics_2020-05-04.csv,Texas,48,cases,ages,65-69 years,581,0.05501893939393939,2020-05-04
clean_data/dshs/cases/state_case_demographics_2020-05-04.csv,Texas,48,cases,ages,70-74 years,410,0.038825757575757576,2020-05-04
clean_data/dshs/cases/state_case_demographics_2020-05-04.csv,Texas,48,cases,ages,75-79 years,276,0.026136363636363635,2020-05-04
clean_data/dshs/cases/state_case_demographics_2020-05-04.csv,Texas,48,cases,ages,80+ years,473,0.04479166666666667,2020-05-04
clean_data/dshs/cases/state_case_demographics_2020-05-04.csv,Texas,48,cases,ages,Unknown,36,0.003409090909090909,2020-05-04
clean_data/dshs/cases/state_case_demographics_2020-05-04.csv,Texas,48,cases,gender,Female,5010,0.4744318181818182,2020-05-04
clean_data/dshs/cases/state_case_demographics_2020-05-04.csv,Texas,48,cases,gender,Male,5293,0.5012310606060606,2020-05-04
clean_data/dshs/cases/state_case_demographics_2020-05-04.csv,Texas,48,cases,gender,Unknown,257,0.024337121212121213,2020-05-04
clean_data/dshs/cases/state_case_demographics_2020-05-04.csv,Texas,48,cases,race,Asian,421,0.039867424242424246,2020-05-04
clean_data/dshs/cases/state_case_demographics_2020-05-04.csv,Texas,48,cases,race,Black,1643,0.1555871212121212,2020-05-04
clean_data/dshs/cases/state_case_demographics_2020-05-04.csv,Texas,48,cases,race,Hispanic,3846,0.36420454545454545,2020-05-04
clean_data/dshs/cases/state_case_demographics_2020-05-04.csv,Texas,48,cases,race,Other,83,0.007859848484848485,2020-05-04
clean_data/dshs/cases/state_case_demographics_2020-05-04.csv,Texas,48,cases,race,White,2999,0.2839962121212121,2020-05-04
clean_data/dshs/cases/state_case_demographics_2020-05-04.csv,Texas,48,cases,race,Unknown,1568,0.1484848484848485,2020-05-04
clean_data/dshs/cases/state_case_demographics_2020-05-04.csv,Texas,48,fatalities,ages,<1 year,0,0,2020-05-04
clean_data/dshs/cases/state_case_demographics_2020-05-04.csv,Texas,48,fatalities,ages,1-9 years,0,0,2020-05-04
clean_data/dshs/cases/state_case_demographics_2020-05-04.csv,Texas,48,fatalities,ages,10-19 years,2,0.004830917874396135,2020-05-04
clean_data/dshs/cases/state_case_demographics_2020-05-04.csv,Texas,48,fatalities,ages,20-29 years,7,0.016908212560386472,2020-05-04
clean_data/dshs/cases/state_case_demographics_2020-05-04.csv,Texas,48,fatalities,ages,30-39 years,9,0.021739130434782608,2020-05-04
clean_data/dshs/cases/state_case_demographics_2020-05-04.csv,Texas,48,fatalities,ages,40-49 years,19,0.04589371980676329,2020-05-04
clean_data/dshs/cases/state_case_demographics_2020-05-04.csv,Texas,48,fatalities,ages,50-59 years,45,0.10869565217391304,2020-05-04
clean_data/dshs/cases/state_case_demographics_2020-05-04.csv,Texas,48,fatalities,ages,60-64 years,35,0.08454106280193237,2020-05-04
clean_data/dshs/cases/state_case_demographics_2020-05-04.csv,Texas,48,fatalities,ages,65-69 years,52,0.12560386473429952,2020-05-04
clean_data/dshs/cases/state_case_demographics_2020-05-04.csv,Texas,48,fatalities,ages,70-74 years,39,0.09420289855072464,2020-05-04
clean_data/dshs/cases/state_case_demographics_2020-05-04.csv,Texas,48,fatalities,ages,75-79 years,41,0.09903381642512077,2020-05-04
clean_data/dshs/cases/state_case_demographics_2020-05-04.csv,Texas,48,fatalities,ages,80+ years,163,0.39371980676328505,2020-05-04
clean_data/dshs/cases/state_case_demographics_2020-05-04.csv,Texas,48,fatalities,ages,Unknown,2,0.004830917874396135,2020-05-04
clean_data/dshs/cases/state_case_demographics_2020-05-04.csv,Texas,48,fatalities,gender,Female,165,0.39855072463768115,2020-05-04
clean_data/dshs/cases/state_case_demographics_2020-05-04.csv,Texas,48,fatalities,gender,Male,217,0.5241545893719807,2020-05-04
